路径ID,GAN收益率,普通策略收益率,收益放大倍数,是否曾激活,最终价格,最高价格,最低价格,价格区间,实现波动率,初始价格,激活中心,激活带宽
324,-0.04982158028458721,1.654477633931605,-0.03011317848171455,True,112.1386376702449,115.31168663639627,99.26624946021236,16.04543717618391,0.003483542082972204,100,100,2
325,-0.04997461488503735,-0.2834460495584124,0.1763108533807193,True,96.72327667620605,100.1891093114526,89.30931594546293,10.87979336598967,0.003339383423600488,100,100,2
326,-0.04980392486207318,0.09878563260966675,-0.5041616229645887,True,105.02462725661196,106.32907635659993,99.38190179067627,6.94717456592366,0.0033046849865903277,100,100,2
327,-0.04989598676111315,0.4322379921179556,-0.11543637456907485,True,93.45053135063375,100.0,91.7010733476586,8.298926652341393,0.003416945983370891,100,100,2
328,-0.04938021957556953,-0.9957319107450076,0.049591882154929844,True,99.9804824917911,105.41623264241402,98.35362734110453,7.062605301309489,0.0033098577500041094,100,100,2
329,-0.04934148863285145,-0.25825201182854635,0.19105945500091318,True,103.39193291966474,103.39193291966474,95.12842597560777,8.26350694405697,0.003294624069626812,100,100,2
330,-0.04981198712022564,1.4133925056811698,-0.0352428549889751,True,88.96381841456382,102.92075229502596,87.04327978704838,15.877472507977586,0.0034595020954390535,100,100,2
331,-0.049291563253787835,-0.6452797373706505,0.07638789876563971,True,98.37790279815832,102.62514450391222,96.35112351985559,6.274020984056634,0.0034016385006845552,100,100,2
332,-0.04923755175104004,-0.8528543719385174,0.05773266031236291,True,100.67288096195162,107.17550298770716,97.14830061531055,10.027202372396616,0.003441004872756674,100,100,2
333,-0.04956414673201596,-0.36663614491813595,0.13518619868502832,True,97.10369593927182,102.05105873904584,94.74946432928422,7.30159440976162,0.0033439252813337876,100,100,2
334,-0.04995529710535582,0.22282381637203433,-0.2241919105359399,True,105.59184038763262,106.22665544551286,99.9123697984934,6.31428564701946,0.003041078360876716,100,100,2
335,-0.049607139231000984,-0.09926425269987917,0.49974827676369915,True,104.11896665971123,106.79079603298796,97.3630086806259,9.42778735236206,0.0033887796903005972,100,100,2
336,-0.04987632463258769,0.7683854394733195,-0.06491055409219469,True,91.91336561411897,100.39791536952507,91.88051750332909,8.517397866195978,0.0031126603622532766,100,100,2
337,-0.049939882171531266,-0.08982237545535977,0.5559848747971552,True,95.83785666201011,103.38726750952878,91.97123619257141,11.416031316957373,0.0032647621664381094,100,100,2
338,-0.049138372961681095,-0.4899085071242564,0.10030112204036098,True,97.66740705156286,103.48698481347844,97.10739015385406,6.379594659624388,0.003360425939052365,100,100,2
339,-0.049678180038464116,-0.6794160177185338,0.07311894147753907,True,98.53400429747256,100.44064480433146,95.27903832831417,5.161606476017283,0.0031925650855863076,100,100,2
340,-0.049446712016808766,-0.38004099165668426,0.13010889115213445,True,97.16499484625993,102.1030283258827,96.57225403207913,5.530774293803574,0.003046498331330349,100,100,2
341,-0.0498971837691138,0.5097437497977871,-0.09788679859028732,True,93.09610594587349,100.41552271083091,91.83388176192881,8.581640948902105,0.0031781398322561424,100,100,2
342,-0.049112140848672325,-0.7066779267432883,0.06949720514832645,True,98.65867004399104,101.51663664056082,96.44966757489064,5.066969065670179,0.0032767197934409575,100,100,2
343,-0.049284440020144586,-0.7792365533134972,0.06324708435529051,True,101.00952724404493,105.45959370635303,98.44121966020535,7.0183740461476845,0.00322322724215227,100,100,2
344,-0.04995017287056094,1.285068343364661,-0.038869662558006605,True,110.44936914038624,110.96261291019748,100.0,10.962612910197478,0.003466728446814315,100,100,2
345,-0.04939784454234056,-0.780912836759164,0.06325654057288216,True,98.99813821793504,103.33986281455904,96.22699715542936,7.112865659129682,0.003161280895410362,100,100,2
346,-0.049090564030207826,-0.7522770884530153,0.0652559605811707,True,98.86719005372322,102.54198154505828,94.85801120074656,7.683970344311717,0.00350425865701496,100,100,2
347,-0.049212083176010876,-0.943855192238984,0.052139442131235725,True,100.2567441027812,105.1632425583407,96.88834616236996,8.274896395970742,0.0033033346755747023,100,100,2
348,-0.049451786238095194,-0.19829799721473376,0.24938116840658073,True,96.3339038886885,101.20197995769992,95.53661529534736,5.665364662352559,0.003446003085162479,100,100,2
349,-0.04991586037781326,1.3356646992777013,-0.037371550213767486,True,110.68074077600009,116.34180313511479,100.0,16.341803135114787,0.0034183486589196665,100,100,2
350,-0.04947894915612517,-0.8429163287756141,0.058699716053663684,True,99.28167344695969,101.72961075449113,93.17492590954512,8.55468484494601,0.0034094712183360943,100,100,2
351,-0.04992464888728948,0.3789210308140553,-0.13175475845200205,True,93.694344018962,101.02212825709253,92.86195747710096,8.160170779991574,0.003174550321502679,100,100,2
352,-0.04992151358363547,0.7134973517650306,-0.0699673424997878,True,107.83563712729169,110.7428355175463,99.55661757399815,11.186217943548144,0.0034214496263656855,100,100,2
353,-0.049768303515227416,0.02098164238668243,-2.37199274480136,True,95.33116193314936,100.52476319582426,93.10506819994978,7.41969499587448,0.003220894096909351,100,100,2
354,-0.04957152863370196,-0.6218530949308345,0.07971581879674579,True,101.72922469117228,105.21737285851015,99.75028056845835,5.467092290051795,0.0032981458477904873,100,100,2
355,-0.04981530864026604,-0.1071384956771887,0.4649618078487957,True,95.91704139747004,100.76346936473544,95.0196977747649,5.7437715899705495,0.003201066727985303,100,100,2
356,-0.04944012609828364,0.37025506021861165,-0.13352991332270367,True,106.26602743952218,106.71667094958401,97.98801466720244,8.728656282381579,0.0032257256266051393,100,100,2
357,-0.049356742092991075,-0.22476181973822537,0.21959575763568595,True,96.4549200723911,102.99059501997587,94.8225808890294,8.168014130946474,0.0033905383977223015,100,100,2
358,-0.04986991316928359,-0.6174879719748131,0.0807625661270658,True,101.74918592394813,107.78671411368629,99.61186192008932,8.174852193596962,0.0035348432030217506,100,100,2
359,-0.04963365627494323,-0.34955106262397645,0.14199257728572773,True,97.0255677151406,101.26647532381303,93.74975068322183,7.5167246405911925,0.0032298646108797654,100,100,2
360,-0.0496266880377678,-0.35959173727063065,0.13800842147943596,True,97.07148262884813,100.90535699624252,95.54494739803785,5.360409598204669,0.0034480197856961766,100,100,2
361,-0.049602327630786106,-0.7465480198034231,0.06644224660035548,True,98.84099164555568,101.16265446463724,93.22399754489226,7.938656919744986,0.003298399147826853,100,100,2
362,-0.04960229323711311,0.30414922986836,-0.16308538166801104,True,105.9637326632336,105.9637326632336,96.97319546829114,8.990537194942462,0.0033293603283490194,100,100,2
363,-0.04953770119585088,-0.6005089486115947,0.0824928609480082,True,101.82682915211709,105.46088107828487,98.80406961406861,6.656811464216261,0.003246987285576457,100,100,2
364,-0.04972483430019763,-0.04999278418356021,0.9946402288302502,True,104.34427972927914,108.1765568005247,99.00987973900752,9.166677061517177,0.0032834686317823178,100,100,2
365,-0.04982173762995887,-0.7511171440778743,0.06633018301176394,True,101.13811424581485,106.54470161095259,99.14561215741293,7.399089453539659,0.003386078937573106,100,100,2
366,-0.04983567122598911,0.49060582288805915,-0.10157986085982523,True,93.1836216052813,101.47777192349804,90.28745607202883,11.190315851469208,0.0035136449742735965,100,100,2
367,-0.049468163332859756,-0.5713816553470669,0.08657639402653199,True,101.96002509799115,105.29084168350217,97.07304678317024,8.217794900331924,0.0034279203505158443,100,100,2
368,-0.04958717561782811,0.11876954028405314,-0.41750751496750593,True,105.1160114940959,106.05353433310603,98.1599930330241,7.893541300081935,0.0032061960137690737,100,100,2
369,-0.049962693951129684,1.309284971187069,-0.03816028981515825,True,110.56010914699763,112.3449512375897,100.0,12.344951237589697,0.0032022592033076904,100,100,2
370,-0.04959642142470254,-0.3039236133505054,0.16318712744279126,True,96.81691834945435,100.89681935063446,95.37983379520074,5.51698555543372,0.0030505976586728584,100,100,2
371,-0.049526608834387295,-0.5064803402429544,0.09778584655552433,True,102.25681175699357,103.0822314899876,95.43938277182745,7.6428487181601525,0.0033640104591928024,100,100,2
372,-0.04988147954079275,-0.49643828901466414,0.10047871134154061,True,97.69726703434071,101.01945803820014,89.8740712817198,11.145386756480349,0.0035893301543573146,100,100,2
373,-0.04995118814032109,1.7081191323603369,-0.029243386596400245,True,87.61606558843316,100.0,87.09496735855116,12.905032641448841,0.0034085871976703513,100,100,2
374,-0.04977697507181598,-0.539403826922497,0.09228146443790075,True,102.10625623129032,110.39667758611647,99.33922362412717,11.057453961989296,0.003143551709284709,100,100,2
375,-0.04991169304087094,2.2148173556728894,-0.022535353948274953,True,114.70101030715014,115.65533181037722,99.04430316496502,16.611028645412205,0.0031825377433443132,100,100,2
376,-0.049620692502860816,-0.9431560297331055,0.05261132934378047,True,99.74005870308049,104.25558859997159,99.6658568653323,4.589731734639287,0.0032852385895070645,100,100,2
377,-0.04965589537085751,-0.772520349153394,0.06427778300633177,True,101.04023971559744,106.98304274212101,99.95435380963362,7.028688932487398,0.0033274582783739772,100,100,2
378,-0.049901162105766124,-0.22540193095912,0.2213874650205035,True,103.54215276857776,108.9629264253545,98.54824684886451,10.414679576489988,0.0034542709549611273,100,100,2
379,-0.04982934692705096,1.9391605126649638,-0.025696349838813044,True,113.44046152880507,114.4135368783072,99.89928613451208,14.514250743795117,0.0034561558145102794,100,100,2
380,-0.04967208872164038,0.5084857511504478,-0.09768629427522285,True,93.10185863693953,103.83207102350383,90.9551349847534,12.87693603875043,0.0034996437603875253,100,100,2
381,-0.04955619610410323,-0.3366517542405855,0.1472031423566808,True,103.03341941990293,104.49018283415539,97.88582340776452,6.604359426390872,0.0032019624955177775,100,100,2
382,-0.04986000635331806,0.687424251172678,-0.07253163714876483,True,92.28359232749247,100.0,91.69416515519018,8.305834844809823,0.003166413314661743,100,100,2
383,-0.04962928781957457,0.5362651456030931,-0.09254617464232288,True,107.02517351418847,107.31600222514327,98.47185453959094,8.844147685552329,0.003182670303160607,100,100,2
384,-0.04968422095706241,-0.29886607692151307,0.1662424235926591,True,103.20620921486596,103.77331255554076,94.64615241776933,9.127160137771426,0.0032198446952302795,100,100,2
385,-0.04938955389401719,-0.14459806595870417,0.34156441558576844,True,103.91166005960085,103.91166005960085,98.33148003144936,5.580180028151489,0.0032638912090437937,100,100,2
386,-0.04965470158575602,0.3968380481321864,-0.12512585882192445,True,106.3875885536,106.39853925999735,99.96114744166242,6.43739181833493,0.003241455407960327,100,100,2
387,-0.04995583013992625,-0.6034662419622951,0.08278148248605349,True,98.18669422890896,100.29937458252735,91.1638746912536,9.135499891273753,0.0033323349138953393,100,100,2
388,-0.04920958099923747,-0.7026481995361872,0.07003445114030087,True,101.35975746048354,102.62870155601158,96.43976576782156,6.188935788190022,0.0033012106096605588,100,100,2
389,-0.04957883678754821,-0.5498225562860379,0.09017243148852458,True,97.94138748554185,106.90566749198848,97.94138748554185,8.964280006446629,0.0033648797490674655,100,100,2
390,-0.049566960731849616,-0.1580765909150897,0.3135629408814512,True,103.85002423013161,103.88737842398345,95.43381012167673,8.45356830230672,0.0034589461134281302,100,100,2
391,-0.049913205546651074,-0.14618578890036932,0.34143678343911155,True,103.90439957517889,108.71571917998764,99.8752897598793,8.84042942010835,0.0033056777697144596,100,100,2
392,-0.04961690577701858,-0.6872266451837128,0.07219875149595625,True,101.43027855216793,105.0253034280998,99.07760789284347,5.947695535256329,0.0032840740163027834,100,100,2
393,-0.04964989939025383,-0.12866264415027306,0.38589211125075773,True,96.0154689886976,101.36662083399573,94.94732184814193,6.4192989858538,0.003493140508314196,100,100,2
394,-0.04971753544830595,-0.8022537348078216,0.061972332805924166,True,99.09572782489157,100.77967076119306,91.3851788403271,9.39449192086596,0.00335104859682202,100,100,2
395,-0.04989458428010034,-0.06789771816952994,0.7348492059117715,True,104.26240241248162,107.37304952964456,98.53594308048639,8.83710644915817,0.003318137770468303,100,100,2
396,-0.049513571328034627,-0.6911509019778581,0.07163930653398881,True,98.58766664757314,105.43565355695976,96.387424270327,9.048229286632761,0.003472399562207471,100,100,2
397,-0.04975149600075135,0.8489480757148671,-0.0586036972389124,True,108.4550385640121,108.96940181758077,97.52502333996829,11.444378477612489,0.003379623876455703,100,100,2
398,-0.04929272501399102,-0.009984632591372292,4.936859174626496,True,104.52723265750348,104.52723265750348,97.63328888642167,6.893943771081808,0.003274426405840187,100,100,2
399,-0.04902827408030314,-0.8124918147916143,0.060343099078330756,True,99.14254545174728,101.35565647724239,96.28816598463818,5.0674904926042075,0.0035514690228838795,100,100,2
400,-0.0498583329799006,0.5186332575795088,-0.0961340836732922,True,106.94454480689602,106.94454480689602,99.69674803566973,7.247796771226291,0.003290639286673324,100,100,2
401,-0.04986006237462805,1.8563062032233804,-0.02685982640582066,True,86.93842222175797,100.0299651478563,86.93842222175797,13.091542926098327,0.0033552678114097,100,100,2
402,-0.04954495050286036,-0.3831948596455637,0.12929440271898998,True,102.82058285826189,104.16294118991654,97.93344718475602,6.229494005160518,0.003070572358649054,100,100,2
403,-0.04982616613560221,-0.46985763930457236,0.10604524002067732,True,102.42428338738675,105.65610859563684,99.46669569524663,6.189412900390209,0.0031216421444128575,100,100,2
404,-0.04926141126823642,-0.5019369992102969,0.09814261818861719,True,97.72241203833896,104.07920394131396,97.54046889904863,6.53873504226533,0.003409224829411456,100,100,2
405,-0.049911256710552604,0.5548724107869133,-0.08995087111966707,True,107.11026251520823,110.12715584255858,99.30779111266168,10.819364729896904,0.0031728114909280324,100,100,2
406,-0.049730151369140545,0.6800941965550906,-0.07312244630382195,True,107.68288812954034,110.42805455238947,98.5899812982697,11.838073254119763,0.003225088555874201,100,100,2
407,-0.04995415030905526,1.1880975386987487,-0.04204549599839001,True,110.00593219166794,110.46625309696834,100.0,10.466253096968344,0.0033465999084295816,100,100,2
408,-0.04983404991475224,0.519154022928828,-0.09599087691473808,True,106.94692621022969,108.51873736322796,99.19135935256499,9.327378010662969,0.003244938121697605,100,100,2
409,-0.04997579086480413,0.8025010245592015,-0.06227504929636056,True,108.24264124801178,109.40256394086785,100.0,9.40256394086785,0.003235128437037226,100,100,2
410,-0.04990222905909636,0.6747229624814619,-0.0739595831681324,True,107.65832605999098,109.35036311968697,99.74931203558049,9.601051084106487,0.0032998884006787133,100,100,2
411,-0.049445657123093095,-0.694450911786107,0.07120108316356061,True,98.60275723370525,108.0688657043297,98.60275723370525,9.466108470624448,0.0032647223763902335,100,100,2
