模拟次数,票据理论价值,初始本金,收益封顶,敲入阈值,维持保证金线,95%风险价值(VaR),99%风险价值(VaR),条件风险价值(CVaR),平均最大回撤,敲入概率,强平概率
10000,-1.3834151049650594,100,0.3,0.2,5.0,-32.37763107131628,-42.735908172737666,-38.77603237097935,0.2764242755385188,0.3343,0.0
